id,is_iceberg
5941774d,0.5457414388656616
4023181e,0.45216935873031616
b20200e4,0.9971893429756165
e7f018bb,0.9607229232788086
4371c8c3,0.6381414532661438
a8d9b1fd,0.024929611012339592
29e7727e,0.20101113617420197
92a51ffb,0.9802188277244568
c769ac97,6.06473349762382e-06
aee0547d,3.5040875445702113e-06
565b28ac,1.726173479710269e-07
e04e9775,0.6060088872909546
8e8161d1,0.0015221142675727606
4cf4d256,0.4768974483013153
139e5324,0.015248221345245838
f156976f,0.016280148178339005
68a117cc,0.005229543428868055
d9aa7a56,0.06871888786554337
9005b143,0.802312433719635
5f6d3988,0.6787779331207275
9ad70954,0.11309052258729935
b9087b9e,0.479556143283844
a39a1427,0.8629191517829895
82fbe8ed,0.5526534914970398
1fae4879,7.1255570955925e-15
6dd8f13d,9.30136234700285e-09
bbad5958,0.20430730283260345
54527583,0.6376299858093262
be8fa29c,0.13469193875789642
81a3328f,0.9858599305152893
1a3c0ab3,3.077647647842241e-07
4deeeb8b,0.4108111560344696
ac6d5632,0.7693466544151306
472dadb5,0.4703594744205475
96093f95,0.6436322927474976
f5b4e3df,0.9605751037597656
e01a3c92,0.020502924919128418
001680af,0.22215799987316132
8e639f33,0.7277647852897644
a2c16612,0.5847496390342712
a6d76474,5.268667328182626e-15
19c47684,0.7348161339759827
015827b6,0.8095421195030212
7df7f7ce,0.8100314736366272
0bbf1a3f,0.540745735168457
636cfbb7,0.23292022943496704
7370030a,0.9372678399085999
43aa97ad,0.00048601283924654126
ba2b5e63,0.9741540551185608
dfdd335b,0.07652565091848373
e79b13dc,9.890905872111944e-09
dc32b195,0.42307978868484497
6d868590,0.8410026431083679
75fa59aa,0.008639966137707233
ffe50836,0.820124626159668
a7bfd784,0.6991006135940552
b3d569e3,0.23995094001293182
6c538c5b,0.10860037058591843
5c7c15f4,0.06489334255456924
0b745139,0.8560569286346436
fd14608e,0.5845248103141785
f0bc8305,0.6646347641944885
a10ccb28,0.9936462640762329
543304c7,0.7778976559638977
6c3a4078,3.4359811037240704e-15
9b73cc75,0.7812715768814087
5c6c71b1,0.3796693682670593
09ee9186,0.2621472477912903
207c35cf,0.7438486814498901
153c813e,0.9855867624282837
5605d58b,0.7727203965187073
642ca396,0.0022351015359163284
d32d72c0,0.7333958745002747
16646a17,0.9312411546707153
384074af,0.23025935888290405
69bf1e8c,0.4361476004123688
9e90a054,0.5779922008514404
89dbe7f7,0.9316104650497437
dbd27d22,0.6777120232582092
a2ea1561,0.7176674008369446
d63402af,0.6081610321998596
1ac8bb92,0.9412026405334473
8beffca5,0.6648982763290405
46741f3e,0.00673945527523756
e5ee6aa7,0.07483290880918503
5ecd892b,0.7053637504577637
69892166,2.5974837626563385e-05
2f725a81,0.11671466380357742
810abfe4,1.0017568134875702e-14
e6f973e6,0.8644281029701233
c60a5c46,0.024379415437579155
c42b9e08,0.4351646900177002
c3f00c23,0.9443778395652771
5307fdb8,0.8467310667037964
3e4f005e,0.0007573929615318775
4a4cc2e0,0.6982133388519287
9bdd88d1,9.220165111401002e-07
0d832bed,0.03077949769794941
14a134fa,5.950937975285342e-06
78a41676,1.2740727917126549e-10
0bd4658e,0.01991046778857708
4a311bb0,0.4896574020385742
f939c817,0.8842470645904541
956adc4d,0.9967851638793945
f8a119f5,0.6973656415939331
61faa1ad,0.4535329043865204
6725eb3e,0.10246375948190689
17b3a8fd,5.659401722368784e-06
49a88dfc,3.150207206203959e-08
2d6ec645,0.4838935434818268
0d4d77ba,0.6861770749092102
3ee672a2,0.9946744441986084
738b41fd,0.8605707883834839
f7fb320d,0.6478540301322937
b42fad18,7.749405561696676e-09
4ab8b00a,0.7079776525497437
f7870f2b,0.050923869013786316
4978666a,0.5607531070709229
f1b0d6c7,0.007629497908055782
5642407f,0.012324010021984577
36d4ff92,0.8331508636474609
4139aba2,0.7693334221839905
7585ce58,0.5549525022506714
33e25984,0.957015872001648
ac46f3c9,0.047196708619594574
fc34a5b8,0.6977143287658691
85c36a8f,0.5799649357795715
b2d8a426,0.13858740031719208
13ec60d1,0.5663514733314514
9d440f42,0.018589217215776443
1c0a891e,0.6704196333885193
981c3bc3,0.9808308482170105
295604f4,0.752796471118927
16ca16c3,0.05464841052889824
b4dda837,0.4842962622642517
88d088ef,0.009890258312225342
1b4fa160,0.4780724346637726
f371bd82,0.023109735921025276
b130a0b7,0.890868067741394
ebf1de82,0.4019060432910919
01e651c3,0.9784324169158936
51b1fecc,0.8269862532615662
fa635a31,0.8085128664970398
97b7d789,0.030638352036476135
2f598053,0.0013246072921901941
c0e3e148,0.5545471906661987
cfa175a8,0.14809276163578033
3d7e09d8,0.9334348440170288
44a13d1b,0.8788851499557495
c66b0948,0.7431288957595825
976a6d64,0.38997772336006165
8bbd8909,0.5533592700958252
522890fd,0.9106635451316833
f23a3b95,0.46122220158576965
680039dc,0.7924903035163879
93028e53,0.03146262466907501
22a16932,0.9871812462806702
7d8126d2,0.03557451069355011
ba2ecd75,3.636224846559344e-06
8071bdd7,0.13412688672542572
96d5aeee,2.4309313175763236e-06
154be68f,0.6615087985992432
d8c2bfe2,0.7660998702049255
f76d47b0,0.6365264654159546
0e781ade,6.433499947888777e-05
13cf6060,1.1334939063745164e-12
cd99f710,0.9386439323425293
d10005bb,5.859109660377726e-05
3a31445f,0.9362940788269043
3157202d,0.0005428983713500202
6ee64703,0.4686087965965271
e5de8685,0.20239664614200592
02cc70ba,0.0028157264459878206
50984a87,0.6491613984107971
fa94957a,0.7674011588096619
eab406b4,0.7018242478370667
3ad39398,0.7812971472740173
9ecf3802,0.9125668406486511
6048ae7b,9.182216653691455e-10
9dc68871,0.012828663922846317
